date,value
0,0.42985938385122097
1,0.4945642587181428
2,0.5621424367877381
3,0.6321766338504291
4,0.7042367091854883
5,0.7778827051475401
6,0.8526679439106444
7,0.9281421576514449
8,1.0038546282530123
9,1.0793573126020113
10,1.154207929733503
11,1.2279729864483404
12,1.3002307185844741
13,1.3705739258607947
14,1.43262973771676
15,1.4860661808628475
16,1.5306113550685163
17,1.566055092667788
18,1.5922501486968497
19,1.6091129137219102
20,1.6166236452110252
21,1.6148262171272976
22,1.6038273912417447
23,1.5837956174511383
24,1.5549593741086225
25,1.5176050630026632
26,1.472074477123575
27,1.4187618627081253
28,1.3581106002245054
29,1.2906095319266702
30,1.216788966344846
31,1.1372163925658612
32,1.0524919393729983
33,0.9632436162425868
34,0.8701223748182818
35,0.7737970307910884
36,0.6749490870935315
37,0.5742674999624069
38,0.47244342973156067
39,0.37016501818214337
40,0.2681122339036146
41,0.16695182640806583
42,0.06733242869955376
43,-0.030120153361799636
44,-0.12480742823247679
45,-0.21616244769293316
46,-0.3036537452324321
47,-0.3867889538584677
48,-0.4651180761207233
49,-0.5382363820978313
50,-0.6057869142442734
51,-0.6674625813083316
52,-0.7230078269824521
53,-0.772219862506047
54,-0.8149494560780546
55,-0.8511012756223797
56,-0.8806337851530662
57,-0.9035586986771229
58,-0.9199399992207916
59,-0.9298925341396371
60,-0.9335802013446688
61,-0.9312137444172125
62,-0.9230481777669646
63,-0.9093798659844854
64,-0.8905432843267658
65,-0.8669074898296496
66,-0.8388723348429917
67,-0.8068644568147508
68,-0.7713330798923453
69,-0.7327456653495021
70,-0.6915834489730128
71,-0.6483369043474007
72,-0.6035011714503069
73,-0.5575714901139803
74,-0.5110386777179192
75,-0.4643846899565634
76,-0.41807830267880486
77,-0.37257095163053744
78,-0.3282927654576921
79,-0.2856488255579697
80,-0.2450156843199912
81,-0.20673817097637767
82,-0.171126511742057
83,-0.13845378813259993
84,-0.10895375438316607
85,-0.08281903174188968
86,-0.06019969411885648
87,-0.041202256161051366
88,-0.025889071323559554
89,-0.014278143947414414
90,-0.006343355764795377
91,-0.002015103663028309
92,-0.0011813419802503946
93,-0.0036890191076151303
94,-0.009345894764972593
95,-0.017922721027723812
96,-0.029155767039695746
97,-0.04274966437683858
98,-0.05838054725430632
99,-0.07569945921835695
100,-0.09433599565598334
101,-0.11390214940868708
102,-0.13399632500958558
103,-0.1542074855900029
104,-0.17411939533527604
105,-0.19331491951959612
106,-0.2113803436235206
107,-0.2279096728398632
108,-0.24250887340576505
109,-0.25480001765988936
110,-0.2644252955101123
111,-0.2710508561023548
112,-0.27437044489615947
113,-0.27410880306555485
114,-0.2700247981404175
115,-0.26191425706735566
116,-0.24961247538122738
117,-0.23299637891785005
118,-0.21198631744240357
119,-0.18654747269190475
120,-0.15669086660785048
121,-0.12247395893929344
122,-0.08400082689876467
123,-0.041421923124279
124,0.005066588189741674
125,0.05522391351167865
126,0.10876612346481421
127,0.16536804697079252
128,0.2246655519604327
129,0.2862581952163215
130,0.34971222069920316
131,0.4145638826640232
132,0.48032306701731275
133,0.5464771817295826
134,0.6124952847169285
135,0.6778324154655572
136,0.7419340948097239
137,0.8042409557036481
138,0.8641934665649207
139,0.92123670782181
140,0.974825161678128
141,1.0244274748226814
142,1.06953115385876
143,1.1096471536128505
144,1.1443143191981826
145,1.1731036437525368
146,1.1956223051328703
147,1.2115174465210659
148,1.2204796678622014
149,1.2222461973034322
150,1.2166037143098192
151,1.2033907988829626
152,1.1824999842768595
153,1.1538793937688763
154,1.117533945376381
155,1.0735261118842456
156,1.0219762271367239
157,0.9630623332198125
158,0.8970195668870085
159,0.8241390873318649
160,0.7447665511541022
161,0.6593001440715214
162,0.5681881825670807
163,0.4719263021992904
164,0.3710542527153835
165,0.2661523233623396
166,0.15783742486388866
167,0.04675885739663521
168,-0.06640620346833104
169,-0.18095746851242686
170,-0.29617650785321337
171,-0.4113318968977868
172,-0.5256844954904321
173,-0.6384928192895195
174,-0.7490184615483155
175,-0.8565315229507104
176,-0.9603160069705616
177,-1.059675138384291
178,-1.1539365630696814
179,-1.2424573880657745
180,-1.3246290220429036
181,-1.3998817778290142
182,-1.467689200446698
183,-1.527572086220364
184,-1.579102160897928
185,-1.6219053873771383
186,-1.6556648765119522
187,-1.6801233775759887
188,-1.6950853282530005
189,-1.700418447481964
190,-1.6960548580788435
191,-1.6819917297592815
192,-1.65829143696646
193,-1.625081229735564
194,-1.5825524196696863
195,-1.530959086930515
196,-1.4706163179297098
197,-1.4018979871128971
198,-1.3252340998276546
199,-1.2411077167305526
200,-1.1500514834882503
201,-1.0526437926370726
202,-0.9495046073592637
203,-0.8412909795888406
204,-0.7286922972541834
205,-0.6124252975788809
206,-0.49322888517988667
207,-0.3718587952080741
208,-0.24908214295877765
209,-0.12567190222942223
210,-0.0024013552111635528
211,0.11996144313234344
212,0.24065914342450084
213,0.35895048072075764
214,0.47411551244640654
215,0.5854606752261934
216,0.6923236219178157
217,0.7940778019833282
218,0.8901367504482255
219,0.9799580530900682
220,1.0630469581472601
221,1.1389596077221726
222,1.2073058651475717
223,1.2677517178658146
224,1.32002123880967
225,1.3638980928436795
226,1.3992265784965234
227,1.4259121989578278
228,1.4439217600966914
229,1.453282997053018
230,1.4540837347255668
231,1.4464705912017437
232,1.4306472368132719
233,1.406872225029387
234,1.3754564147864865
235,1.3367600070727685
236,1.2911892216122234
237,1.2391926423000266
238,1.1812572626082272
239,1.1179042644860901
240,1.049684566305026
241,0.9771741771276572
242,0.9009693960005211
243,0.8216818960691106
244,0.739933734083942
245,0.6563523263013842
246,0.5715654318801242
247,0.48619618463319497
248,0.4008582134190628
249,0.316150890548746
250,0.23265474635738806
251,0.15092708654889048
252,0.07149784708441506
253,-0.00513428073447314
254,-0.07850542472146267
255,-0.1481897781615706
256,-0.21380249327917467
257,-0.275002200077195
258,-0.3314931320263627
259,-0.3830268434483245
260,-0.4294035069180222
261,-0.4704727825802114
262,-0.5061342549023178
263,-0.5363374360408028
264,-0.5610813386503457
265,-0.5804136245840352
266,-0.5944293394882946
267,-0.6032692467588903
268,-0.6071177776653573
269,-0.6062006176428028
270,-0.6007819517658884
271,-0.5911613952349194
272,-0.5776706372950828
273,-0.5606698293556843
274,-0.5405437501573602
275,-0.5176977826346671
276,-0.4925537386244258
277,-0.465545568764497
278,-0.4371149958036515
279,-0.40770711009387256
280,-0.3777659662575318
281,-0.34773021991190767
282,-0.3180288428937115
283,-0.2890769546606684
284,-0.2612718064624928
285,-0.23498895347919896
286,-0.21057864843255744
287,-0.18836248820112647
288,-0.1686303427274522
289,-0.1516375930168068
290,-0.1376027023113001
291,-0.1267051416043683
292,-0.119083687563187
293,-0.11483510767664715
294,-0.11401324407162039
295,-0.116628503968805
296,-0.12264776121077522
297,-0.13199466971880558
298,-0.14455038615176274
299,-0.16015469548007855
300,-0.17860752968056512
301,-0.19967086633318604
302,-0.22307099058776972
303,-0.24850110079499993
304,-0.27562423508865896
305,-0.3040764933904443
306,-0.33347052670857225
307,-0.3633992632388229
308,-0.3934398386717507
309,-0.4231576962803507
310,-0.4521108208241632
311,-0.47985406907177997
312,-0.5059435588246214
313,-0.5299410777287014
314,-0.5514184728931951
315,-0.5699619823975491
316,-0.5851764701624356
317,-0.5966895263811007
318,-0.6041553967508977
319,-0.6072587051016503
320,-0.6057179356769484
321,-0.5992886432729927
322,-0.5877663616612091
323,-0.5709891831973047
324,-0.5488399852303105
325,-0.5212482818480991
326,-0.4881916826067142
327,-0.44969694316384545
328,-0.4058405961448149
329,-0.3567491540842179
330,-0.3025988798787065
331,-0.24361512382642925
332,-0.18007122998606528
333,-0.11228701823272133
334,-0.04062685198881738
335,0.03450269486462351
336,0.11265555496662423
337,0.19334924812267335
338,0.27606830226357515
339,0.3602679884138887
340,0.44537834063009324
341,0.5308084293651847
342,0.6159508544677487
343,0.7001864220487919
344,0.7828889677655979
345,0.8634302876930939
346,0.9411851368916501
347,1.0155362550452236
348,1.0858793781420313
349,1.1516281951053609
350,1.2122192085559287
351,1.2671164594976692
352,1.3158160766616367
353,1.3578506125106045
354,1.3927931294901454
355,1.420261001998009
356,1.439919401717481
357,1.4514844364048258
358,1.4547259149161993
359,1.4494697141839668
360,1.4355997269825334
361,1.4130593726342853
362,1.381852656270273
363,1.342044765849672
364,1.2937621998277442
365,1.2371924221139388
366,1.1725830447494199
367,1.100240542525764
368,1.020528507532916
369,0.9338654553339609
370,0.8407221980865083
371,0.7416188034359146
372,0.6371211613654255
373,0.5278371843751033
374,0.4144126693489659
375,0.29752685223355657
376,0.17788768916848097
377,0.05622689995957102
378,-0.06670518825031119
379,-0.19014495759542968
380,-0.31332093552226636
381,-0.4354593083618524
382,-0.5557894698714609
383,-0.6735495618348971
384,-0.7879919638120452
385,-0.8983886894742799
386,-1.0040366476502183
387,-1.1042627272306844
388,-1.1984286664345538
389,-1.2859356686074974
390,-1.3662287287001695
391,-1.4388006368351627
392,-1.5031956279048435
393,-1.5590126489245413
394,-1.6059082188749738
395,-1.643598858979941
396,-1.6718630747541876
397,-1.6905428746944864
398,-1.6995448141457845
399,-1.6988405566240408
400,-1.6884669486877888
401,-1.6685256082906164
402,-1.6391820303855846
403,-1.600664217358986
404,-1.5532608456140007
405,-1.4973189832744331
406,-1.4332413775052837
407,-1.3614833333219627
408,-1.2825492089561887
409,-1.1969885558382765
410,-1.1053919340185228
411,-1.0083864363624562
412,-0.906630957095752
413,-0.8008112422266096
414,-0.6916347610208189
415,-0.5798254390345248
416,-0.4661182942113493
417,-0.351254018216287
418,-0.23597354550360786
419,-0.12101265259764157
420,-0.007096629704348337
421,0.10506493392863633
422,0.2147832105191126
423,0.3213950010977814
424,0.4242673723395781
425,0.5228020274913785
426,0.6164393782597882
427,0.7046622870373458
428,0.7869994516025717
429,0.8630284074060339
430,0.9323781257262378
431,0.9947311893195139
432,1.0498255306695365
433,1.0974557215359302
434,1.137473806178016
435,1.1697896743588478
436,1.194370973985599
437,1.2112425669843234
438,1.2204855357094075
439,1.2222357508203041
440,1.2166820150907243
441,1.2040638010194316
442,1.184668603359397
443,1.1588289307468882
444,1.126918963469142
445,1.0893509070354548
446,1.0465710735905922
447,0.9990557253122185
448,0.9473067157487253
449,0.8918469665659352
450,0.8332158183687165
451,0.7719642951372405
452,0.7086503223608045
453,0.6438339391609367
454,0.5780725445687634
455,0.511916217661014
456,0.4459031504689938
457,0.38055523146250125
458,0.3163738159858315
459,0.2538357182980842
460,0.19338945785983852
461,0.1354517902301222
462,0.08040455041088353
463,0.028591833722385607
464,-0.019682463664602037
465,-0.06415672555021816
466,-0.1046133021794553
467,-0.14087979008063187
468,-0.172829896489269
469,-0.20038388315342803
470,-0.22350858792804484
471,-0.24221702618324809
472,-0.2565675776447509
473,-0.2666627678230791
474,-0.27264765664298085
475,-0.27470785022599775
476,-0.2730671549799062
477,-0.26798489618181337
478,-0.25975292608181977
479,-0.24869234917761998
480,-0.23514999469533576
481,-0.21949466843841436
482,-0.2021132180168544
483,-0.1834064470279842
484,-0.16378491501457076
485,-0.14366466096578523
486,-0.1234628887437618
487,-0.10359365310810015
488,-0.08446358497037494
489,-0.06646769414098688
490,-0.049985287134724575
491,-0.035376036585153814
492,-0.022976237490026027
493,-0.013095283881528207
494,-0.006012397600141185
495,-0.0019736386652472746
496,-0.0011892242978748828
497,-0.003831180981578761
498,-0.010031351068901684
499,-0.019879772377377744
500,-0.03342344599636041
501,-0.050665504171215084
502,-0.07156478667283392
503,-0.09603583052707938
504,-0.12394927440040623
505,-0.1551326753446591
506,-0.18937173202614
507,-0.2264119050316669
508,-0.2659604213872431
509,-0.3076886470723108
510,-0.35123480809269386
511,-0.3962070376154331
512,-0.44218672379469603
513,-0.4887321302541779
514,-0.5353822587604891
515,-0.5816609214446835
516,-0.6270809880238859
517,-0.6711487718582769
518,-0.713368517364441
519,-0.753246950305692
520,-0.7902978518023125
521,-0.8240466165557986
522,-0.8540347557646248
523,-0.8798243055253571
524,-0.9010021021600323
525,-0.9171838868837118
526,-0.9280182035173857
527,-0.93319005455072
528,-0.9324242827536592
529,-0.9254886477103281
530,-0.9121965690853799
531,-0.8924095111120836
532,-0.8660389856911399
533,-0.8330481545857522
534,-0.7934530144664647
535,-0.7473231519718517
536,-0.69478205948027
537,-0.6360070059044542
538,-0.5712284604949486
539,-0.5007290713398753
540,-0.424842203946721
541,-0.34395004895609005
542,-0.2584813116373435
543,-0.16890849932183016
544,-0.07574482631191432
545,0.020459240964956903
546,0.1191197727352569
547,0.21962346992078563
548,0.32133203215076284
549,0.42358676608155676
550,0.525713398259329
551,0.6270270549466536
552,0.726837369822793
553,0.824453679271725
554,0.9191902641025862
555,1.010371596011593
556,1.0973375468976827
557,1.1794485192882607
558,1.2560904566158957
559,1.3266796929081859
560,1.3906676026050833
561,1.4475450126918572
562,1.4968463411199862
563,1.5381534275685114
564,1.5710990249581913
565,1.595369922751307
566,1.6107096759301591
567,1.6169209166242011
568,1.6138672286245268
569,1.6014745684587584
570,1.5797322202714557
571,1.5486932754361047
572,1.5084746315847484
573,1.459256509549864
574,1.4012814905393294
575,1.3348530796781455
576,1.2603338058190519
577,1.1781428712176254
578,1.0887533682559156
579,0.9926890838528739
580,0.890520915491751
581,0.7828629258974068
582,0.670368066284887
583,0.5537236007511112
584,0.4336462667725186
585,0.31087720888354753
586,0.18617672442666222
587,0.06031886176951163
588,-0.06591408743359527
589,-0.19173715950995973
590,-0.3163683106316496
591,-0.4390339861736702
592,-0.5589746246475933
593,-0.6754500538151873
594,-0.7877447374502686
595,-0.895172832413166
596,-0.9970830172211136
597,-1.0928630551272103
598,-1.1819440568453532
599,-1.2638044104614954
600,-1.3379733487331018
601,-1.4040341268770848
602,-1.461626787058227
603,-1.51045048908978
604,-1.5502653903186923
605,-1.580894061261668
606,-1.6022224272556718
607,-1.6142002301575942
608,-1.6168410079418636
609,-1.6102215938709041
610,-1.5944811407203738
611,-1.5698196792982713
612,-1.5364962241737226
613,-1.494826443097834
614,-1.4451799100265652
615,-1.3879769649163824
616,-1.3236852065312663
617,-1.2528156473496757
618,-1.1759185622694526
619,-1.0935790651564443
620,-1.0064124493500606
621,-0.9150593300096199
622,-0.820180627645179
623,-0.7224524333141178
624,-0.6225607967712922
625,-0.5211964793299902
626,-0.41904971331993895
627,-0.3168050098166996
628,-0.21513605576625688
629,-0.11470074074453251
630,-0.016136352381714895
631,0.07994502204378956
632,0.17296085216430562
633,0.26236224567127353
634,0.3476377228724524
