date,value
0,-0.14850890512198675
1,0.6510448140486268
2,0.6421053724682533
3,1.1739052114676458
4,1.4562144802271555
5,1.8184118330688066
6,2.5220962863887952
7,3.1280508552734227
8,2.7179808914288253
9,2.756307860550743
10,2.5913150202012747
11,3.398141011262201
12,3.0495736402897933
13,3.1825923539604064
14,2.893638938801505
15,2.4193518027638694
16,2.1966850828155593
17,2.0600214139214823
18,1.8540989389313625
19,1.3792615444035528
20,1.4108002565415079
21,1.5973475155450334
22,0.4972294374451966
23,1.0871884223865853
24,0.4824412055654452
25,0.5248637026915227
26,0.49567944210296444
27,0.31190709677711503
28,0.41901799771399023
29,0.1587808059158659
30,0.227196836197607
31,0.20251387043045788
32,0.43753342113491445
33,0.6065669318979435
34,0.17831452056307306
35,0.48653888570884973
36,0.5052786642338543
37,0.9931177590386104
38,0.4590222859451589
39,0.9481126154387249
40,0.4535302430026975
41,0.20279807733515576
42,0.9424581926886918
43,0.25820505680969585
44,0.0971770997328063
45,0.5338330157200101
46,0.36834390752884694
47,0.02914912127006075
48,-0.3757120603470988
49,-0.34911660470734646
50,-0.34274598725977595
51,-0.6997457336377197
52,-0.6309687564093414
53,-1.2103039165254679
54,-1.3576036563497915
55,-1.356131790757005
56,-1.513279562302026
57,-1.2230027345814647
58,-0.8196159819867975
59,-0.709954414321622
60,-0.6368904002750376
61,-0.9003974822256114
62,-0.3257342564618736
63,-0.7645309792143272
64,-0.5498806869121613
65,-0.6305341062158852
66,-0.47825423095287706
67,-0.5604034130292547
68,0.145981705948049
69,-0.47997008124690255
70,-0.1419619037427787
71,-0.5437468087871601
72,-0.5113761954619926
73,-0.869411860219755
74,-0.5059224455098617
75,-0.8378091399385711
76,-0.9665254667470213
77,-1.2259314922877667
78,-0.6668662470774627
79,-0.9679540633799365
80,-1.3200920214811018
81,-0.976132533971795
82,-2.1042309042042846
83,-0.7128517963445831
84,-1.7125114390425533
85,-1.810529833568612
86,-1.089171489786679
87,-1.1441711077788947
88,-1.5875209495513123
89,-0.6157074850979656
90,-0.7398793575155322
91,0.333373170945759
92,0.0367971846576336
93,0.4253900571160987
94,0.3843877150117656
95,1.2069909422530645
96,1.1870772344437426
97,1.5490741267229136
98,1.6737408261435451
99,1.6925968106452816
100,2.011831106214814
101,2.0569667023992957
102,1.918777260548822
103,1.5412037183024792
104,1.6218920151733052
105,1.2886261236590169
106,1.1166348585116221
107,0.5585148238220053
108,0.126437213444311
109,0.3441948736096216
110,-0.4395287273270041
111,-0.3929975501834712
112,-1.3304958743275832
113,-1.1033150623943453
114,-1.4416808117220579
115,-2.0150193053793948
116,-2.1704304516035604
117,-1.9757212888191047
118,-2.295727577358294
119,-2.194423832917134
120,-2.2983524579984187
121,-2.164262939161269
122,-1.9317694067763798
123,-1.4230923642799587
124,-1.3301786474507353
125,-0.8087582247338938
126,-0.7180752357172578
127,-0.17263783936605104
128,-0.3326374174672695
129,0.5569077069213488
130,0.6597798569743487
131,1.5333003396034353
132,1.9858834077003058
133,2.091156114082297
134,1.2306547113881443
135,1.7269680733880373
136,2.5528353105291854
137,1.4422534880297708
138,2.1085426988233182
139,2.2233042596313535
140,2.047655829152406
141,1.9779657370387744
142,2.159434650933022
143,1.332135518789401
144,1.728666937464038
145,1.975622293403019
146,1.4724048122534714
147,1.3328229947232462
148,1.2781653889563998
149,1.1630957997288263
150,0.9128350159156435
151,0.500523280484515
152,0.802739320725537
153,0.965186752108582
154,0.7539284302714393
155,0.8157816337619017
156,0.8475136619622229
157,0.6012010085763914
158,0.4460375097214576
159,0.5815653598538226
160,0.9253055917439378
161,0.7434346776599913
162,0.5617684721433136
163,0.7389187629056353
164,0.5738304703403209
165,0.922772683375022
166,0.16501476275982685
167,0.41038231579298806
168,-0.002906523452822274
169,-0.7341716687444428
170,-0.04968576759730609
171,-0.6595684152508947
172,-0.5747493787453909
173,-0.9560268990217629
174,-1.63362544246857
175,-1.4909230095142472
176,-1.5798136503415954
177,-2.0501347955231615
178,-1.385991419372057
179,-1.8196908432812777
180,-2.4491933515550586
181,-3.389155620676595
182,-1.6270790028673603
183,-3.1416631003727638
184,-1.2047436396974578
185,-1.9215264969836832
186,-1.6659850758279673
187,-1.4312703712438746
188,-0.8162346026750621
189,-0.7811749857562725
190,-0.9164605207579466
191,0.0033143186082373877
192,-0.5089194210620666
193,-0.7516648890317864
194,-0.5763469902881755
195,-0.3444491075920104
196,-0.40175030862998684
197,-0.4055825236813584
198,-0.5551654141686297
199,-0.45701131875192763
200,-0.900209198759852
201,-1.1231659070594693
202,-1.0109730855812293
203,-1.3199112473066292
204,-1.317685536977733
205,-1.680241100784418
206,-1.451099056632046
207,-2.1302732938785
208,-2.1852157891809547
209,-1.9158195570859191
210,-1.3194311895586495
211,-1.9542640782383685
212,-2.1091613732672623
213,-1.197001361426013
214,-1.8012322895914799
215,-0.5441547376245246
216,-0.5426208100126706
217,0.07031773691071458
218,0.48186676220539915
219,0.9473324572479384
220,0.9994883548356222
221,2.0040349536761943
222,1.5528220045949728
223,2.8521982534270545
224,2.8972523548090034
225,3.249249585477812
226,3.5863604707781147
227,4.312860614871771
228,3.6449453098044637
229,3.804412716374137
230,2.8402942973520746
231,4.32676160307374
232,3.170103227909519
233,3.446090611409934
234,2.936566058702879
235,2.4773917207294636
236,1.7351641302112868
237,1.4965981373924317
238,1.4317087625614298
239,1.3414536049319796
240,1.025866811597307
241,0.14933729460689418
242,0.2741836925609438
243,-0.15025106411559516
244,-0.4523732951001252
245,-0.5107525921725966
246,-0.9349045875356484
247,-1.1436919339024587
248,-1.247467212464942
249,-0.9223052694180485
250,-0.7582440715484154
251,-0.931630057876941
252,-0.973697940059364
253,-0.7300623482867108
254,-0.6905528356444945
255,-0.19312737179328487
256,-0.04148376327146508
257,0.541808473026675
258,-0.25727471569664884
259,0.5273721267187388
260,-0.35994942765323135
261,-0.1385314312954553
262,0.03438611585712947
263,-0.4960457724877847
264,-0.40207195355261427
265,-0.5995767825125231
266,-0.4398503673996552
267,-0.43298136528492637
268,-0.5926878261657533
269,-0.10374942037669851
270,-0.750363138536885
271,-0.0666889842832642
272,-0.6995436566247739
273,-0.8481711468810954
274,-0.49743082774553093
275,-0.6347634881877902
276,-0.6855424788459346
277,-0.32223272704977934
278,-0.31656646845138403
279,0.1313058226869256
280,0.09000719403457069
281,0.44015544107552884
282,0.3760199762087979
283,0.22966860865033734
284,0.29932367702199314
285,0.3781306279665052
286,0.6761115585668437
287,0.14893504172330552
288,0.1129046469864264
289,0.5931863595645332
290,0.429595143750581
291,0.34745480400382756
292,0.22239324233521926
293,-0.08538369842898269
294,-0.45345226941899514
295,-0.494314120866888
296,-0.5967887947617794
297,-0.5296842208324108
298,-1.7138459855324488
299,-1.0980672621730012
300,-1.714954529903187
301,-1.7916568161230013
302,-1.6536426530546409
303,-2.1073485460126338
304,-1.0134887612544514
305,-1.6770391778291034
306,-1.7758580737942524
307,-1.5689713320314633
308,-1.5102284454404749
309,-1.4903399701550653
310,-0.6108910713356159
311,-0.6772343419813712
312,-0.3680459302584627
313,0.09797503175263433
314,0.14997248993800494
315,0.11526237885566787
316,0.5570609125502496
317,0.9303947710909386
318,0.8266253425054251
319,1.4991911028336609
320,0.7644916853441001
321,1.272912002934947
322,1.063999346116199
323,1.242227425904041
324,1.0579631678102475
325,1.190508594823863
326,0.5378600476765298
327,0.5991431150105277
328,0.1819696018835657
329,-0.3475891948110478
330,-0.676031816074802
331,-0.988925450109544
332,-1.2114695416354588
333,-1.4557762236987113
334,-1.3294534073189745
335,-1.317870373868693
336,-1.587519133451125
337,-1.4240972382067763
338,-1.8674440005296433
339,-1.878247296176601
340,-1.4386286250164981
341,-1.0019732828547596
342,-0.9930171108339378
343,-0.8888945843527305
344,-0.890820441839373
345,-0.13013750863905482
346,-0.11940902816254162
347,0.6498426453585294
348,0.9825183896832405
349,1.9442550791763877
350,2.47201854628063
351,2.3400734705097515
352,3.187369114367522
353,2.6529661251048435
354,3.204973816122064
355,3.075313670343429
356,3.1345934284238473
357,2.4169867102126896
358,3.559769240791788
359,2.9007958965423066
360,2.642988922258123
361,3.000652936805912
362,2.595439662831798
363,1.9912123418779082
364,2.122149937684938
365,1.9566737620300576
366,1.0963688720339404
367,1.183252540453956
368,1.0680533846314035
369,1.0741322773819588
370,0.5279564753184118
371,0.5632612221549849
372,0.23852641986287348
373,0.18250980182896337
374,0.2545826985786658
375,-0.3628739501445816
376,-0.22019990373505421
377,-0.11137606348931793
378,-0.6909198064469069
379,-0.5749965465604311
380,-0.3946566834563168
381,-0.834741090388473
382,-0.8178745807577598
383,-0.4693760162277909
384,-0.9840670767684552
385,-0.8440342660561824
386,-1.0580284136913671
387,-0.9346021176876411
388,-1.4647678686316548
389,-1.254241482104584
390,-2.067856308562634
391,-2.1537539977315534
392,-1.7751479721191386
393,-2.1683399694349514
394,-2.355171125457177
395,-2.0519192691298285
396,-2.45487370494478
397,-2.413491236375072
398,-2.392527586952691
399,-3.1971940078963366
400,-1.4477063202048062
401,-2.4500198384948746
402,-2.243438813269743
403,-1.2501030088448002
404,-1.1123889354260894
405,-1.2306518140981928
406,-1.8315628747892259
407,-0.6488125769779136
408,-0.5958998670889731
409,-0.39036565179356864
410,-0.13592730204817366
411,0.46419953684616466
412,0.28948322779212265
413,0.5926494123650747
414,0.5912482652434521
415,0.5265545427113281
